tid,rid,date,year,start_time,end_time,birds_seen,points_surveyed
13189,1051,2004-06-01T22:00:00Z,2004,07:57:00,10:00:00,107,10
13190,1059,2004-05-21T22:00:00Z,2004,05:30:00,09:45:00,281,20
13191,1066,2004-06-07T22:00:00Z,2004,06:16:00,09:12:00,152,20
13192,1079,2004-06-01T22:00:00Z,2004,06:20:00,10:00:00,173,20
13193,1107,2004-06-12T22:00:00Z,2004,11:00:00,13:30:00,60,20
13194,1120,2004-06-02T22:00:00Z,2004,04:29:00,09:00:00,227,20
13195,1147,2004-05-29T22:00:00Z,2004,04:00:00,06:15:00,106,10
13196,1148,2004-06-03T22:00:00Z,2004,05:30:00,06:30:00,33,6
13197,1157,2004-06-11T22:00:00Z,2004,04:05:00,06:45:00,156,14
13198,1158,2004-05-28T22:00:00Z,2004,09:30:00,12:30:00,165,20
13199,1159,2004-05-22T22:00:00Z,2004,05:46:00,08:46:00,165,17
13200,1160,2004-05-27T22:00:00Z,2004,07:30:00,10:15:00,98,10
13201,1161,2004-06-02T22:00:00Z,2004,06:05:00,07:56:00,93,10
13202,1166,2004-06-02T22:00:00Z,2004,06:28:00,11:02:00,210,20
13203,1169,2004-06-04T22:00:00Z,2004,05:30:00,09:05:00,184,18
13204,1182,2004-06-01T22:00:00Z,2004,05:10:00,07:55:00,177,20
13205,1191,2004-06-04T22:00:00Z,2004,05:21:00,07:52:00,194,20
13206,1197,2004-06-10T22:00:00Z,2004,09:00:00,12:30:00,248,20
13207,1200,2004-05-31T22:00:00Z,2004,14:00:00,16:30:00,130,15
13208,1202,2004-05-31T22:00:00Z,2004,09:15:00,12:00:00,109,11
13209,1208,2004-05-21T22:00:00Z,2004,08:45:00,13:20:00,183,9
13210,1211,2004-05-31T22:00:00Z,2004,09:15:00,12:30:00,102,13
13211,2551,2004-05-06T22:00:00Z,2004,08:45:00,11:15:00,64,14
13212,2552,2004-05-06T22:00:00Z,2004,06:00:00,09:20:00,142,20
13213,2553,2004-06-10T22:00:00Z,2004,05:54:00,07:37:00,11,2
13214,2554,2004-06-05T22:00:00Z,2004,06:30:00,10:27:00,120,15
13215,2555,2004-05-30T22:00:00Z,2004,07:00:00,09:00:00,120,10
13216,2556,2004-05-29T22:00:00Z,2004,04:00:00,06:30:00,218,17
13217,2557,2004-06-02T22:00:00Z,2004,09:00:00,12:07:00,141,20
13218,2558,2004-05-15T22:00:00Z,2004,06:00:00,08:15:00,92,10
13219,2559,2004-05-29T22:00:00Z,2004,06:00:00,08:30:00,89,10
13220,2560,2004-05-30T22:00:00Z,2004,05:25:00,07:10:00,123,10
13221,2561,2004-05-27T22:00:00Z,2004,06:10:00,07:25:00,80,10
13222,2562,2004-05-27T22:00:00Z,2004,07:30:00,09:00:00,77,10
13223,2563,2004-05-07T22:00:00Z,2004,05:00:00,07:00:00,106,10
13224,2564,2004-05-08T22:00:00Z,2004,05:00:00,08:00:00,195,20
13225,2565,2004-06-11T22:00:00Z,2004,10:00:00,12:00:00,82,10
13226,2566,2004-05-29T22:00:00Z,2004,07:00:00,12:00:00,202,20
13227,2567,2004-05-28T22:00:00Z,2004,14:03:00,16:51:00,62,10
13228,2568,2004-05-30T22:00:00Z,2004,04:20:00,07:15:00,246,20
13229,2605,2004-06-04T22:00:00Z,2004,10:00:00,12:10:00,127,10
13230,2606,2004-05-22T22:00:00Z,2004,09:35:00,12:20:00,181,19
13231,2607,2004-06-01T22:00:00Z,2004,09:20:00,11:35:00,63,10
13232,2608,2004-06-02T22:00:00Z,2004,08:40:00,11:30:00,74,10
13233,2609,2004-05-30T22:00:00Z,2004,05:15:00,07:30:00,103,11
13234,2610,2004-06-04T22:00:00Z,2004,08:00:00,11:00:00,198,10
13235,2611,2004-05-30T22:00:00Z,2004,09:44:00,12:14:00,99,11
13236,2612,2004-05-30T22:00:00Z,2004,08:00:00,10:45:00,189,14
13237,2569,2004-06-05T22:00:00Z,2004,11:15:00,15:50:00,151,16
13238,2570,2004-05-26T22:00:00Z,2004,10:00:00,13:15:00,88,10
13239,2571,2004-05-28T22:00:00Z,2004,14:55:00,16:40:00,52,11
13240,2572,2004-06-06T22:00:00Z,2004,18:30:00,20:00:00,84,13
13241,2573,2004-06-12T22:00:00Z,2004,06:00:00,08:00:00,66,10
13242,2574,2004-05-29T22:00:00Z,2004,11:20:00,15:30:00,160,20
13243,2575,2004-06-03T22:00:00Z,2004,04:37:00,06:35:00,36,10
13244,2576,2004-06-11T22:00:00Z,2004,04:40:00,10:15:00,285,20
13245,2577,2004-05-28T22:00:00Z,2004,05:05:00,10:30:00,239,20
13246,2578,2004-05-28T22:00:00Z,2004,06:00:00,09:30:00,97,20
13247,2579,2004-05-29T22:00:00Z,2004,07:00:00,12:10:00,104,20
13248,2580,2004-05-30T22:00:00Z,2004,06:00:00,09:25:00,201,20
13249,2581,2004-05-20T22:00:00Z,2004,05:45:00,07:45:00,124,10
13250,2582,2004-05-26T22:00:00Z,2004,05:05:00,09:55:00,211,20
13251,2583,2004-05-01T22:00:00Z,2004,10:45:00,15:00:00,122,14
13252,2584,2004-05-28T22:00:00Z,2004,07:00:00,09:30:00,94,10
13253,2585,2004-06-12T22:00:00Z,2004,04:30:00,07:00:00,109,10
13254,2586,2004-05-31T22:00:00Z,2004,11:00:00,14:00:00,96,14
13255,829,2004-06-01T22:00:00Z,2004,15:00:00,17:30:00,101,12
13256,2587,2004-05-18T22:00:00Z,2004,08:40:00,11:10:00,122,18
13257,2588,2004-06-06T22:00:00Z,2004,08:15:00,10:15:00,58,11
13258,2589,2004-05-22T22:00:00Z,2004,08:30:00,12:00:00,107,12
13259,2590,2004-06-06T22:00:00Z,2004,08:15:00,11:00:00,97,13
13261,2592,2004-05-26T22:00:00Z,2004,09:40:00,12:10:00,94,11
13262,2593,2004-05-16T22:00:00Z,2004,08:00:00,09:50:00,117,10
13263,2594,2004-05-30T22:00:00Z,2004,11:15:00,14:15:00,37,10
13264,2595,2004-05-30T22:00:00Z,2004,09:00:00,12:00:00,117,20
13265,2596,2004-05-19T22:00:00Z,2004,18:00:00,20:30:00,145,12
13266,2597,2004-05-31T22:00:00Z,2004,06:30:00,08:30:00,65,10
13267,2598,2004-05-30T22:00:00Z,2004,07:00:00,09:20:00,127,20
13268,2599,2004-06-08T22:00:00Z,2004,04:00:00,06:00:00,95,9
13269,2600,2004-05-29T22:00:00Z,2004,05:00:00,09:00:00,192,15
13270,2601,2004-05-27T22:00:00Z,2004,08:00:00,09:00:00,59,10
13271,2602,2004-06-06T22:00:00Z,2004,05:00:00,07:30:00,114,12
13272,2486,2004-12-20T23:00:00Z,2004,10:00:00,12:00:00,32,10
13275,626,2004-12-25T23:00:00Z,2004,11:30:00,14:00:00,51,10
13277,2604,2004-12-26T23:00:00Z,2004,08:27:00,10:43:00,80,11
13278,626,2002-12-28T23:00:00Z,2002,11:00:00,13:30:00,41,10
13279,373,2004-12-26T23:00:00Z,2004,09:30:00,13:50:00,88,20
13280,2544,2004-12-26T23:00:00Z,2004,09:25:00,11:24:00,103,11
13283,2616,2004-12-28T23:00:00Z,2004,10:25:00,12:30:00,54,12
13284,449,2004-12-30T23:00:00Z,2004,10:30:00,12:15:00,65,11
13285,371,2004-12-31T23:00:00Z,2004,10:39:00,13:29:00,48,18
13286,2535,2004-12-30T23:00:00Z,2004,10:55:00,13:05:00,77,10
13287,979,2004-12-30T23:00:00Z,2004,09:57:00,13:14:00,223,20
13288,1212,2004-12-31T23:00:00Z,2004,09:35:00,11:16:00,65,10
13289,409,2005-01-01T23:00:00Z,2004,09:05:00,10:55:00,78,10
13290,2620,2004-12-25T23:00:00Z,2004,10:30:00,14:30:00,114,20
13291,982,2005-01-02T23:00:00Z,2004,09:15:00,13:10:00,85,20
13292,267,2004-12-28T23:00:00Z,2004,09:05:00,11:40:00,68,12
13294,524,2005-01-02T23:00:00Z,2004,08:50:00,12:20:00,80,20
13295,2622,2004-12-17T23:00:00Z,2004,09:00:00,11:15:00,176,20
13296,512,2005-01-02T23:00:00Z,2004,09:45:00,14:00:00,180,20
13297,1102,2005-01-04T23:00:00Z,2004,08:45:00,11:35:00,82,18
13298,1101,2005-01-03T23:00:00Z,2004,10:09:00,13:55:00,24,14
13299,1137,2004-12-27T23:00:00Z,2004,08:30:00,11:34:00,78,17
13300,684,2005-01-05T23:00:00Z,2004,08:40:00,12:20:00,85,20
13301,504,2004-12-31T23:00:00Z,2004,13:35:00,15:36:00,45,10
13303,499,2005-01-05T23:00:00Z,2004,09:18:00,14:46:00,82,18
13304,561,2004-12-25T23:00:00Z,2004,10:40:00,13:35:00,78,19
13305,1209,2004-12-20T23:00:00Z,2004,09:08:00,11:35:00,150,20
13307,366,2004-12-28T23:00:00Z,2004,11:00:00,14:15:00,49,17
13308,2498,2005-01-08T23:00:00Z,2004,10:15:00,13:00:00,68,17
13309,536,2005-01-05T23:00:00Z,2004,11:35:00,13:30:00,64,10
13310,2505,2005-01-10T23:00:00Z,2004,09:30:00,12:00:00,40,10
13312,2625,2004-12-24T23:00:00Z,2004,09:30:00,12:15:00,81,12
13313,2539,2005-01-08T23:00:00Z,2004,12:30:00,14:30:00,14,9
13317,2541,2005-01-05T23:00:00Z,2004,08:45:00,12:10:00,113,17
13318,706,2005-01-12T23:00:00Z,2004,10:15:00,12:55:00,189,20
13319,2626,2005-01-02T23:00:00Z,2004,10:05:00,13:00:00,47,11
13325,46,2005-01-14T23:00:00Z,2004,09:52:00,12:45:00,80,15
13327,980,2005-01-14T23:00:00Z,2004,10:00:00,13:15:00,153,20
13328,997,2004-12-28T23:00:00Z,2004,09:17:00,12:36:00,119,20
13329,943,2005-01-13T23:00:00Z,2004,09:15:00,13:15:00,118,20
13330,2542,2005-01-15T23:00:00Z,2004,09:05:00,10:30:00,47,10
13331,426,2005-01-08T23:00:00Z,2004,09:45:00,13:30:00,124,20
13332,1192,2005-01-13T23:00:00Z,2004,08:50:00,11:50:00,62,17
13333,2631,2005-01-14T23:00:00Z,2004,10:00:00,14:00:00,81,18
13334,1124,2005-01-15T23:00:00Z,2004,10:00:00,14:20:00,105,20
13335,2538,2005-01-14T23:00:00Z,2004,09:00:00,10:45:00,41,10
13336,709,2005-01-14T23:00:00Z,2004,08:55:00,12:10:00,110,20
13337,2633,2005-01-14T23:00:00Z,2004,10:00:00,12:15:00,95,15
13338,2634,2005-01-15T23:00:00Z,2004,09:00:00,11:00:00,48,10
13340,402,2005-01-21T23:00:00Z,2004,10:45:00,13:20:00,77,20
13341,1135,2005-01-21T23:00:00Z,2004,09:00:00,12:00:00,70,16
13342,845,2005-01-15T23:00:00Z,2004,10:00:00,12:45:00,69,19
13343,149,2004-12-30T23:00:00Z,2004,09:28:00,10:46:00,98,10
13344,141,2005-01-04T23:00:00Z,2004,09:00:00,11:55:00,79,13
13345,119,2005-01-13T23:00:00Z,2004,08:53:00,11:45:00,144,20
13346,2638,2005-01-13T23:00:00Z,2004,09:45:00,12:00:00,58,12
13347,255,2005-01-02T23:00:00Z,2004,10:30:00,13:00:00,57,10
13348,3447,2005-01-15T23:00:00Z,2004,10:30:00,13:30:00,27,10
13349,197,2004-06-04T22:00:00Z,2004,04:10:00,08:15:00,216,19
13350,721,2004-12-25T23:00:00Z,2004,10:20:00,12:05:00,47,10
13351,2639,2005-01-28T23:00:00Z,2004,09:00:00,12:00:00,91,10
13352,680,2004-12-25T23:00:00Z,2004,09:45:00,14:45:00,100,20
13353,53,2004-05-30T22:00:00Z,2004,04:00:00,08:15:00,215,20
13354,2520,2005-01-11T23:00:00Z,2004,09:00:00,11:15:00,176,20
13355,1139,2005-01-21T23:00:00Z,2004,09:00:00,11:30:00,79,15
13358,386,2005-01-10T23:00:00Z,2004,09:40:00,12:45:00,129,15
13359,20,2005-01-10T23:00:00Z,2004,10:00:00,13:50:00,85,20
13360,381,2005-01-06T23:00:00Z,2004,09:00:00,11:20:00,84,17
13361,1106,2005-01-10T23:00:00Z,2004,09:00:00,13:30:00,60,17
13362,1109,2005-01-14T23:00:00Z,2004,09:10:00,13:20:00,44,18
13363,1113,2005-01-24T23:00:00Z,2004,09:00:00,13:20:00,11,5
13364,3127,2005-01-19T23:00:00Z,2004,13:00:00,15:30:00,62,10
13365,2514,2005-01-05T23:00:00Z,2004,10:00:00,11:45:00,38,10
13368,2527,2005-01-22T23:00:00Z,2004,12:24:00,14:22:00,65,10
13369,223,2004-12-28T23:00:00Z,2004,10:30:00,14:25:00,140,20
13370,917,2004-06-04T22:00:00Z,2004,03:55:00,08:05:00,261,20
13371,272,2005-01-02T23:00:00Z,2004,10:00:00,12:30:00,23,9
13372,869,2004-05-27T22:00:00Z,2004,09:00:00,13:20:00,186,20
13374,468,2005-05-02T22:00:00Z,2005,10:00:00,13:00:00,64,10
13376,383,2005-01-14T23:00:00Z,2004,13:49:00,16:34:00,54,17
13377,467,2005-05-07T22:00:00Z,2005,10:00:00,13:00:00,65,10
13378,7,2004-05-19T22:00:00Z,2004,05:15:00,08:15:00,159,20
13379,3130,2005-05-11T22:00:00Z,2005,12:55:00,16:01:00,155,19
13380,2426,2005-05-14T22:00:00Z,2005,06:45:00,10:00:00,75,11
13381,2430,2005-05-15T22:00:00Z,2005,06:30:00,08:30:00,145,15
13382,3131,2005-05-14T22:00:00Z,2005,05:10:00,08:20:00,310,20
13383,7,2005-05-16T22:00:00Z,2005,05:15:00,08:20:00,168,20
13384,1057,2005-05-19T22:00:00Z,2005,04:55:00,07:35:00,247,18
13385,174,2005-05-14T22:00:00Z,2005,05:30:00,08:15:00,242,20
13386,469,2005-05-20T22:00:00Z,2005,13:15:00,14:55:00,64,11
13387,3132,2004-05-29T22:00:00Z,2004,05:00:00,07:30:00,140,10
13388,2437,2005-05-21T22:00:00Z,2005,05:00:00,06:28:00,114,10
13389,3133,2005-05-21T22:00:00Z,2005,05:20:00,09:00:00,228,19
13390,3134,2005-05-21T22:00:00Z,2005,05:30:00,08:10:00,317,20
13391,690,2005-05-21T22:00:00Z,2005,08:30:00,12:45:00,186,20
13392,2429,2005-05-21T22:00:00Z,2005,04:45:00,09:20:00,200,20
13393,1056,2005-05-21T22:00:00Z,2005,04:34:00,07:02:00,147,10
13394,3136,2005-05-27T22:00:00Z,2005,04:30:00,06:55:00,52,8
13395,754,2005-05-27T22:00:00Z,2005,04:55:00,07:25:00,218,20
13396,153,2005-05-27T22:00:00Z,2005,06:00:00,09:30:00,243,20
13397,553,2005-05-25T22:00:00Z,2005,20:20:00,22:00:00,100,10
13398,86,2005-05-27T22:00:00Z,2005,06:45:00,08:45:00,83,11
13400,2606,2005-05-22T22:00:00Z,2005,09:40:00,12:55:00,184,19
13401,2435,2005-05-27T22:00:00Z,2005,04:30:00,07:25:00,154,10
13403,2578,2005-05-28T22:00:00Z,2005,06:00:00,09:05:00,94,19
13404,828,2005-05-28T22:00:00Z,2005,08:00:00,12:00:00,83,15
13405,692,2005-05-29T22:00:00Z,2005,15:50:00,18:30:00,114,8
13406,3132,2005-05-28T22:00:00Z,2005,04:55:00,06:50:00,138,10
13407,676,2005-05-29T22:00:00Z,2005,08:20:00,12:20:00,254,20
13408,1007,2005-05-28T22:00:00Z,2005,04:57:00,07:43:00,206,20
13409,378,2005-05-28T22:00:00Z,2005,06:00:00,08:38:00,114,20
13410,728,2005-05-19T22:00:00Z,2005,08:00:00,12:40:00,142,20
13411,815,2005-05-21T22:00:00Z,2005,19:00:00,21:00:00,112,10
13412,689,2005-05-11T22:00:00Z,2005,07:50:00,10:46:00,197,20
13413,689,2004-05-17T22:00:00Z,2004,07:51:00,10:26:00,106,19
13414,1164,2005-06-01T22:00:00Z,2005,06:25:00,11:15:00,156,15
13415,2612,2005-06-02T22:00:00Z,2005,07:50:00,10:17:00,214,14
13416,2431,2005-06-02T22:00:00Z,2005,08:35:00,11:20:00,149,16
13418,1055,2003-05-31T22:00:00Z,2003,07:00:00,10:30:00,219,20
13419,169,2005-06-04T22:00:00Z,2005,05:00:00,08:00:00,210,20
13420,2454,2005-06-04T22:00:00Z,2005,07:45:00,09:55:00,125,10
13421,2439,2005-06-04T22:00:00Z,2005,07:00:00,09:25:00,159,14
13422,457,2005-05-29T22:00:00Z,2005,10:05:00,12:28:00,121,14
13423,550,2005-05-27T22:00:00Z,2005,04:50:00,09:10:00,327,20
13424,276,2005-06-03T22:00:00Z,2005,05:00:00,09:15:00,219,20
13425,360,2005-05-27T22:00:00Z,2005,05:15:00,07:45:00,139,17
13426,1055,2005-06-02T22:00:00Z,2005,07:00:00,11:00:00,192,20
13427,2611,2005-06-01T22:00:00Z,2005,09:17:00,10:54:00,97,11
13428,1159,2005-05-21T22:00:00Z,2005,05:50:00,08:48:00,154,17
13429,343,2005-06-02T22:00:00Z,2005,08:30:00,12:15:00,91,20
13431,660,2005-06-07T22:00:00Z,2005,07:32:00,10:17:00,201,20
13432,2445,2005-06-07T22:00:00Z,2005,19:35:00,20:54:00,74,10
13433,3142,2005-06-07T22:00:00Z,2005,09:44:00,14:50:00,163,20
13434,2593,2005-05-13T22:00:00Z,2005,08:30:00,10:15:00,91,10
13436,521,2005-06-11T22:00:00Z,2005,04:50:00,08:30:00,431,20
13437,1005,2005-06-10T22:00:00Z,2005,04:31:00,08:15:00,190,20
13438,900,2005-06-07T22:00:00Z,2005,06:30:00,10:30:00,98,13
13439,1006,2005-06-10T22:00:00Z,2005,05:30:00,08:14:00,214,20
13440,1120,2005-06-07T22:00:00Z,2005,04:25:00,09:03:00,206,20
13441,998,2005-05-18T22:00:00Z,2005,05:13:00,09:55:00,340,20
13442,915,2004-06-01T22:00:00Z,2004,09:00:00,14:30:00,218,20
13443,915,2005-06-07T22:00:00Z,2005,09:13:00,12:45:00,187,19
13444,1047,2005-05-09T22:00:00Z,2005,08:30:00,16:10:00,175,8
13445,1111,2005-05-28T22:00:00Z,2005,08:00:00,13:00:00,228,20
13447,737,2005-01-01T23:00:00Z,2004,13:00:00,15:00:00,23,7
13448,820,2005-05-31T22:00:00Z,2005,18:45:00,20:40:00,61,10
13449,3147,2005-05-14T22:00:00Z,2005,11:00:00,16:20:00,144,10
13450,822,2005-05-21T22:00:00Z,2005,08:30:00,13:00:00,117,13
13451,1149,2005-06-11T22:00:00Z,2005,08:25:00,12:05:00,127,10
13452,999,2005-01-13T23:00:00Z,2004,10:10:00,14:30:00,151,20
13454,284,2005-06-07T22:00:00Z,2005,08:55:00,11:15:00,105,12
13456,511,2005-06-11T22:00:00Z,2005,18:20:00,21:30:00,322,20
13457,36,2005-06-05T22:00:00Z,2005,04:55:00,08:25:00,158,20
13458,3148,2005-06-12T22:00:00Z,2005,07:00:00,11:30:00,138,20
13459,3149,2005-06-07T22:00:00Z,2005,05:00:00,07:23:00,135,17
13460,1196,2005-06-09T22:00:00Z,2005,05:26:00,08:15:00,224,20
13461,2560,2005-05-24T22:00:00Z,2005,05:10:00,06:50:00,113,10
13462,3151,2005-06-06T22:00:00Z,2005,08:00:00,10:35:00,70,17
13463,1162,2005-06-13T22:00:00Z,2005,09:00:00,12:45:00,129,16
13464,85,2005-05-27T22:00:00Z,2005,05:19:00,05:29:00,144,15
13465,2441,2005-06-04T22:00:00Z,2005,06:30:00,08:20:00,93,10
13467,87,2005-06-14T22:00:00Z,2005,20:00:00,22:15:00,71,13
13468,2453,2005-06-14T22:00:00Z,2005,12:30:00,14:00:00,74,10
13469,902,2005-06-02T22:00:00Z,2005,07:12:00,09:20:00,102,10
13470,538,2005-05-15T22:00:00Z,2005,05:05:00,08:20:00,155,20
13474,3152,2005-06-07T22:00:00Z,2005,08:00:00,09:45:00,62,13
13475,3153,2005-06-09T22:00:00Z,2005,08:00:00,09:40:00,56,14
13476,2575,2005-06-10T22:00:00Z,2005,04:00:00,06:00:00,52,10
13477,10,2005-06-10T22:00:00Z,2005,04:10:00,22:06:00,207,20
13478,5,2005-05-22T22:00:00Z,2005,04:03:00,07:58:00,249,20
13479,54,2005-05-26T22:00:00Z,2005,18:44:00,22:12:00,191,20
13480,3157,2005-06-13T22:00:00Z,2005,07:00:00,09:15:00,107,10
13481,1190,2005-06-04T22:00:00Z,2005,05:47:00,08:40:00,150,20
13491,298,2005-06-11T22:00:00Z,2005,05:33:00,09:48:00,259,20
13492,903,2005-06-02T22:00:00Z,2005,04:37:00,06:29:00,96,10
13494,194,2005-06-06T22:00:00Z,2005,07:20:00,10:30:00,93,11
13503,415,2005-06-07T22:00:00Z,2005,09:30:00,13:15:00,226,20
13504,558,2005-06-18T22:00:00Z,2005,06:15:00,10:45:00,173,19
13505,1129,2005-06-09T22:00:00Z,2005,06:20:00,10:35:00,71,20
13506,1132,2005-06-07T22:00:00Z,2005,06:15:00,10:55:00,125,20
13507,1134,2005-05-23T22:00:00Z,2005,06:20:00,10:20:00,123,20
13508,3164,2005-05-28T22:00:00Z,2005,09:20:00,13:15:00,194,20
13509,821,2005-06-10T22:00:00Z,2005,07:30:00,16:00:00,275,19
13510,871,2005-06-10T22:00:00Z,2005,03:40:00,09:00:00,266,20
13511,3165,2005-06-14T22:00:00Z,2005,07:00:00,09:30:00,190,14
13512,616,2005-06-11T22:00:00Z,2005,05:15:00,07:55:00,227,20
13513,3166,2005-06-08T22:00:00Z,2005,10:45:00,12:40:00,80,10
13514,3167,2005-06-11T22:00:00Z,2005,07:00:00,08:57:00,99,11
13515,3168,2005-06-13T22:00:00Z,2005,21:35:00,23:50:00,60,10
13516,695,2005-06-26T22:00:00Z,2005,07:50:00,09:20:00,84,10
13517,3169,2005-05-25T22:00:00Z,2005,08:30:00,10:25:00,114,11
13518,304,2005-06-06T22:00:00Z,2005,16:45:00,18:25:00,83,10
13519,213,2005-06-14T22:00:00Z,2005,18:37:00,21:17:00,170,20
13520,303,2005-06-09T22:00:00Z,2005,06:05:00,07:35:00,50,10
13522,2460,2005-06-10T22:00:00Z,2005,04:55:00,07:17:00,91,10
13523,3170,2005-06-13T22:00:00Z,2005,14:30:00,19:10:00,158,20
13524,197,2005-06-09T22:00:00Z,2005,04:20:00,08:10:00,208,19
13525,282,2005-06-07T22:00:00Z,2005,07:25:00,10:00:00,88,10
13526,213,2004-06-10T22:00:00Z,2004,18:35:00,21:15:00,146,20
13527,784,2005-06-09T22:00:00Z,2005,10:00:00,12:00:00,31,9
13528,3172,2005-05-21T22:00:00Z,2005,09:00:00,11:30:00,105,10
13530,2582,2005-05-27T22:00:00Z,2005,05:25:00,10:40:00,198,20
13531,201,2005-06-07T22:00:00Z,2005,05:43:00,07:09:00,167,10
13532,110,2005-06-19T22:00:00Z,2005,04:16:00,07:06:00,225,20
13533,2570,2005-05-24T22:00:00Z,2005,10:15:00,13:10:00,84,10
13534,2424,2005-05-19T22:00:00Z,2005,05:30:00,07:40:00,108,11
13535,691,2005-05-25T22:00:00Z,2005,06:35:00,10:30:00,174,20
13536,398,2005-06-07T22:00:00Z,2005,05:10:00,09:37:00,156,13
13537,3174,2005-05-21T22:00:00Z,2005,07:30:00,11:30:00,175,20
13538,2438,2005-05-29T22:00:00Z,2005,13:58:00,16:50:00,76,11
13539,2475,2005-06-13T22:00:00Z,2005,07:23:00,10:17:00,63,10
13540,53,2005-05-27T22:00:00Z,2005,04:00:00,08:15:00,221,20
13703,52,2001-06-09T22:00:00Z,2001,05:03:00,09:15:00,159,20
13704,52,2002-06-05T22:00:00Z,2002,05:05:00,09:15:00,117,20
13705,52,2003-06-07T22:00:00Z,2003,04:55:00,09:20:00,123,20
13706,212,2001-05-26T22:00:00Z,2001,07:30:00,11:40:00,150,20
13707,212,2002-05-27T22:00:00Z,2002,07:30:00,11:15:00,133,20
13708,212,2004-05-28T22:00:00Z,2004,07:25:00,11:20:00,129,20
13710,401,2001-05-24T22:00:00Z,2001,05:15:00,10:15:00,194,20
13711,465,2002-05-26T22:00:00Z,2002,08:30:00,10:30:00,135,10
13712,466,2002-05-28T22:00:00Z,2002,08:30:00,10:30:00,124,10
13713,606,2004-05-29T22:00:00Z,2004,05:59:00,09:05:00,109,20
13714,643,2001-05-07T22:00:00Z,2001,18:47:00,21:50:00,249,20
13715,3251,2002-06-14T22:00:00Z,2002,05:30:00,07:45:00,174,20
13716,3251,2003-06-14T22:00:00Z,2003,05:54:00,07:45:00,185,20
13717,896,2001-06-18T22:00:00Z,2001,NA,NA,74,11
13718,1213,2004-06-03T22:00:00Z,2004,05:30:00,08:30:00,98,10
13719,1215,2004-06-12T22:00:00Z,2004,07:15:00,09:00:00,101,10
13720,2573,2003-06-13T22:00:00Z,2003,06:00:00,08:00:00,72,10
13721,3176,2004-05-08T22:00:00Z,2004,08:00:00,11:30:00,101,14
13722,3177,2002-05-25T22:00:00Z,2002,11:00:00,14:30:00,112,20
13723,3178,2002-06-01T22:00:00Z,2002,05:00:00,08:15:00,240,15
13724,3178,2003-06-05T22:00:00Z,2003,05:00:00,08:15:00,232,15
13725,270,2004-06-04T22:00:00Z,2004,05:30:00,07:13:00,124,11
13726,3180,2004-06-04T22:00:00Z,2004,06:21:00,07:58:00,117,10
13727,3181,2004-06-09T22:00:00Z,2004,05:30:00,07:33:00,130,13
13728,3182,2004-05-29T22:00:00Z,2004,06:00:00,09:00:00,97,10
13729,1870,2004-01-02T23:00:00Z,2003,09:06:00,13:01:00,28,13
13730,215,2002-12-28T23:00:00Z,2002,10:30:00,14:10:00,42,17
13732,3183,2003-01-10T23:00:00Z,2002,11:00:00,13:45:00,51,14
13733,3184,2003-01-10T23:00:00Z,2002,08:00:00,11:30:00,160,15
13734,3185,2004-01-18T23:00:00Z,2003,10:34:00,12:00:00,53,15
13735,1193,2005-06-08T22:00:00Z,2005,04:55:00,09:20:00,189,20
13905,1130,2005-01-01T23:00:00Z,2004,09:16:00,11:51:00,60,10
14069,1,2005-01-05T23:00:00Z,2004,10:15:00,13:40:00,50,18
14070,3,2005-01-13T23:00:00Z,2004,08:42:00,12:00:00,33,18
14071,4,2005-01-04T23:00:00Z,2004,08:40:00,11:44:00,30,16
14072,17,2004-12-28T23:00:00Z,2004,08:30:00,11:51:00,10,8
14073,38,2005-01-15T23:00:00Z,2004,09:00:00,13:30:00,124,20
14074,42,2005-01-17T23:00:00Z,2004,09:20:00,16:05:00,122,20
14075,99,2004-12-31T23:00:00Z,2004,08:15:00,10:15:00,119,20
14076,101,2005-01-14T23:00:00Z,2004,12:45:00,16:11:00,69,18
14077,111,2004-12-28T23:00:00Z,2004,09:45:00,12:15:00,61,18
14078,140,2005-01-14T23:00:00Z,2004,10:00:00,12:00:00,60,10
14079,144,2005-01-14T23:00:00Z,2004,10:00:00,12:00:00,42,14
14080,146,2005-01-14T23:00:00Z,2004,09:00:00,12:15:00,77,13
14081,165,2005-01-08T23:00:00Z,2004,09:30:00,12:00:00,30,8
14082,217,2005-01-02T23:00:00Z,2004,10:45:00,14:30:00,32,14
14083,234,2004-12-28T23:00:00Z,2004,10:15:00,14:00:00,59,16
14085,252,2005-01-10T23:00:00Z,2004,08:35:00,11:41:00,110,17
14086,263,2005-01-14T23:00:00Z,2004,09:25:00,12:10:00,86,11
14087,269,2005-01-10T23:00:00Z,2004,09:40:00,11:45:00,32,9
14088,274,2005-01-13T23:00:00Z,2004,09:00:00,11:05:00,31,10
14089,281,2004-12-30T23:00:00Z,2004,12:30:00,14:30:00,52,10
14090,290,2005-01-10T23:00:00Z,2004,09:32:00,13:41:00,105,20
14091,292,2005-01-13T23:00:00Z,2004,11:02:00,14:59:00,81,20
14092,309,2004-12-26T23:00:00Z,2004,09:52:00,12:35:00,59,20
14093,310,2005-01-09T23:00:00Z,2004,10:22:00,13:02:00,108,20
14094,312,2005-01-05T23:00:00Z,2004,09:40:00,12:54:00,69,20
14095,314,2004-12-25T23:00:00Z,2004,09:00:00,14:00:00,135,20
14096,328,2004-12-25T23:00:00Z,2004,09:25:00,13:16:00,96,20
